tstamp2,KW,CHWTON,CHWTON(KW),HTmmBTU,HTmmBTU(KW),Combined mmBTU,Combined mmBTU(KW),KW_PF,CHWTON_PF,HTmmBTU_PF,DHI,DNI,GHI,Dew Point,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure
2018-01-01T00:00:00.000,17007.47,2021.27,7117.147887,13.17,3873.529412,95.46,28076.47059,0.605755269,0.253491544,0.137963545,0,0,0,-10.5,1.5,0.8,69,19.23,12.3,972
2018-01-01T01:00:00.000,16742.88,1841.3,6483.450704,15.24,4482.352941,94.46,27782.35294,0.602644421,0.233365789,0.161338133,0,0,0,-10.9,1.5,0.8,69,19.14,11.9,972
2018-01-01T02:00:00.000,16874.22,1772.96,6242.816901,16.36,4811.764706,95.22,28005.88235,0.602524134,0.222910916,0.171812644,0,0,0,-11.2,1.5,0.8,68,19.895,11,972
2018-01-01T03:00:00.000,16892.98,1736.67,6115.035211,16.03,4714.705882,94.51,27797.05882,0.607725447,0.21998857,0.169611681,0,0,0,-11.4,1.55,0.9,70,20.85,10,972
2018-01-01T04:00:00.000,16939.45,1706.68,6009.43662,15.63,4597.058824,93.91,27620.58824,0.613290704,0.217570914,0.166435949,0,0,0,-11.7,1.6,0.9,72.5,21.435,9.3,972
2018-01-01T05:00:00.000,16859.28,1789.42,6300.774648,17.42,5123.529412,96.42,28358.82353,0.594498569,0.222180396,0.180667911,0,0,0,-11.9,1.6,0.9,73.5,21.785,8.85,972.5
2018-01-01T06:00:00.000,17098.73,1774.74,6249.084507,16.74,4923.529412,96.38,28347.05882,0.603192384,0.220449132,0.173687487,0,0,0,-12,1.6,0.9,72.5,21.985,8.55,973
2018-01-01T07:00:00.000,16692.38,1702.13,5993.415493,16.54,4864.705882,93.93,27626.47059,0.604216885,0.216944668,0.176088577,2.5,17.5,2,-12.1,1.75,0.9,73.5,20.685,9.4,973.5
2018-01-01T08:00:00.000,16234.35,1883.4,6631.690141,16.43,4832.352941,94.42,27770.58824,0.584587905,0.238802653,0.174009744,40.5,289.5,79,-11.6,2.2,0.9,76.5,16.71,13.15,974
2018-01-01T09:00:00.000,16287.53,2225.93,7837.78169,15.85,4661.764706,98.14,28864.70588,0.564271469,0.271535131,0.161503974,100.5,353,201,-11.9,2.95,0.9,80,12.68,17.1,974
2018-01-01T10:00:00.000,16043.05,2476.25,8719.190141,16.54,4864.705882,100.99,29702.94118,0.540116546,0.293546356,0.163778592,146.5,431.5,329.5,-11.5,1.95,0.9,89,10.74,20.3,974.5
2018-01-01T11:00:00.000,16551.63,2932.59,10326.02113,15.16,4458.823529,106.83,31420.58824,0.52677658,0.328638695,0.141907704,164,535,438.5,-11.5,0.85,0.9,123.5,9.035,23.05,974
2018-01-01T12:00:00.000,17217.75,3593.72,12653.94366,13.83,4067.647059,115.7,34029.41176,0.505966724,0.371853141,0.119533276,97,861,571.5,-11.8,0.4,0.9,218.5,8.05,24.6,973
2018-01-01T13:00:00.000,17328.97,3823.1,13461.61972,13.74,4041.176471,118.75,34926.47059,0.496155773,0.385427428,0.115705263,91,873,561.5,-12.1,1.1,0.9,256,7.535,25.35,972
2018-01-01T14:00:00.000,17392.53,4079.7,14365.14085,12.75,3750,121.05,35602.94118,0.488513854,0.403481858,0.105328377,87,825.5,481.5,-12.2,1.45,0.9,257,7.465,25.35,971
2018-01-01T15:00:00.000,17461.53,4177.7,14710.21127,11.14,3276.470588,120.86,35547.05882,0.491222919,0.413823584,0.092172762,78.5,734.5,346.5,-12.1,1.45,0.9,258.5,8.185,23.95,971
2018-01-01T16:00:00.000,17558.5,4181.8,14724.64789,10.71,3150,120.81,35532.35294,0.494155285,0.414401149,0.088651602,54.5,582,185,-8.3,0.9,0.9,260,12.97,21.3,971
2018-01-01T17:00:00.000,17523.02,4021.81,14161.30282,10.71,3150,118.76,34929.41176,0.501669485,0.405426318,0.090181879,18,147,29.5,-9.4,1.3,0.9,270,15.93,16.65,972
2018-01-01T18:00:00.000,17413.28,3695.72,13013.09859,16.57,4873.529412,120.33,35391.17647,0.492023203,0.367693304,0.137704646,0,0,0,-9.9,1.2,0.9,293.5,16.08,15.85,972
2018-01-01T19:00:00.000,17221.3,3444.45,12128.34507,18.4,5411.764706,118.49,34850,0.49415495,0.34801564,0.155287366,0,0,0,-10.1,1.2,0.9,333.5,16.36,15.35,972
2018-01-01T20:00:00.000,16596.33,3061.81,10781.02113,17.55,5161.764706,110.92,32623.52941,0.508722701,0.330467651,0.158222142,0,0,0,-10.3,1.3,0.9,276,17.145,14.4,972
2018-01-01T21:00:00.000,16950.58,3047.77,10731.58451,18.46,5429.411765,112.87,33197.05882,0.510604873,0.323269136,0.163550988,0,0,0,-10.4,1.3,0.9,30.5,17.38,14,972
2018-01-01T22:00:00.000,16186.08,2592.6,9128.873239,18.99,5585.294118,105.33,30979.41176,0.52247861,0.294675487,0.180290516,0,0,0,-10.6,1.25,0.9,53.5,17.13,14.05,972.5
2018-01-01T23:00:00.000,16026.98,2159.47,7603.767606,16.98,4994.117647,97.58,28700,0.558431359,0.264939638,0.174011068,0,0,0,-10.6,1.2,0.9,74.5,16.98,14.1,973
2018-01-02T00:00:00.000,16260.5,2121.95,7471.65493,17.36,5105.882353,98.31,28914.70588,0.562360899,0.258403283,0.176584274,0,0,0,-10.6,1.25,0.9,86,17.895,13.35,972.5
2018-01-02T01:00:00.000,16719,2116.65,7452.992958,18.77,5520.588235,101.22,29770.58824,0.561594547,0.250347521,0.185437661,0,0,0,-10.7,1.4,0.9,86,18.81,12.5,972
2018-01-02T02:00:00.000,16628.35,2095.07,7377.007042,19.19,5644.117647,101.07,29726.47059,0.55937855,0.248162896,0.189868408,0,0,0,-10.4,1.35,0.9,81,19.895,11.95,972
2018-01-02T03:00:00.000,16681.67,2040.12,7183.521127,16.56,4870.588235,97.96,28811.76471,0.578988138,0.249325968,0.169048591,0,0,0,-10.3,1.4,0.85,75.5,20.835,11.35,972
2018-01-02T04:00:00.000,17353.88,2119.18,7461.901408,15.18,4464.705882,99.83,29361.76471,0.591036682,0.25413668,0.152058499,0,0,0,-10.4,1.4,0.8,74,21.37,10.9,972
2018-01-02T05:00:00.000,17907.85,2263.46,7969.929577,17.23,5067.647059,105.49,31026.47059,0.577179733,0.256875159,0.163333017,0,0,0,-10.4,1.45,0.8,71,21.65,10.65,972
2018-01-02T06:00:00.000,18232.47,2181.94,7682.887324,16.21,4767.647059,104.61,30767.64706,0.592585776,0.249706691,0.154956505,0,0,0,-10.5,1.7,0.85,67.5,21.52,10.6,973
2018-01-02T07:00:00.000,18697.4,2285.74,8048.380282,17.83,5244.117647,109.06,32076.47059,0.582900789,0.250912277,0.163487988,2.5,15,2,-10.7,2.2,0.9,65,20.755,10.95,973
2018-01-02T08:00:00.000,19091.72,2263.92,7971.549296,18.74,5511.764706,111.05,32661.76471,0.584528122,0.244063643,0.168752814,45,112.5,60.5,-10.7,2.95,0.9,61.5,18.875,12.45,973.5
2018-01-02T09:00:00.000,19348.5,2539.9,8943.309859,18.42,5417.647059,114.92,33800,0.572440828,0.264594966,0.160285416,110,250.5,183,-10.6,3.3,0.9,60.5,16.685,14.4,974
2018-01-02T10:00:00.000,19875.83,3033.9,10682.74648,18.41,5414.705882,122.64,36070.58824,0.551025946,0.296162247,0.150114155,176.5,180.5,252.5,-10.2,3,0.95,60.5,14.91,16.7,974
2018-01-02T11:00:00.000,19966.05,3514.12,12373.66197,16.89,4967.647059,127.19,37408.82353,0.533725686,0.330768541,0.132793459,209,344.5,386,-9.6,3.15,1,66.5,13.02,19.65,973.5
2018-01-02T12:00:00.000,20385.95,4234.59,14910.52817,18.16,5341.176471,138.54,40747.05882,0.500304822,0.365928943,0.131081276,146,667.5,515,-9.1,3.25,0.95,73,11.41,22.4,972.5
2018-01-02T13:00:00.000,21253.5,4766.22,16782.46479,13.05,3838.235294,142.76,41988.23529,0.506177501,0.399694454,0.09141216,126,739.5,524.5,-8.9,2.95,0.9,76,10.4,24.2,971.5
2018-01-02T14:00:00.000,21808.02,5313.28,18708.73239,10.28,3023.529412,148.45,43661.76471,0.499476376,0.428492355,0.069248905,89,811,478.5,-8.8,2.35,0.9,76,10.07,24.85,971
2018-01-02T15:00:00.000,21594.78,5436.32,19141.97183,8.72,2564.705882,147.64,43423.52941,0.49730596,0.440820267,0.059062585,104,562.5,309.5,-8.7,1.6,0.9,72.5,10.59,24.15,970
2018-01-02T16:00:00.000,21193.83,5284.88,18608.73239,9.32,2741.176471,145.05,42661.76471,0.496787466,0.436192279,0.064253706,52.5,620,189,-5.7,0.8,0.9,68,14.87,22.3,970
2018-01-02T17:00:00.000,20607.13,5054.45,17797.35915,8.58,2523.529412,139.55,41044.11765,0.502072676,0.433615343,0.061483339,19,170.5,32,-7.15,1.05,0.8,34.5,16.295,19.05,970.5
2018-01-02T18:00:00.000,19662,4346.07,15303.06338,10.73,3155.882353,129.97,38226.47059,0.514355621,0.400326348,0.082557513,0,0,0,-7.5,1.45,0.8,17,18.805,16.3,972
2018-01-02T19:00:00.000,19278.52,4122.92,14517.32394,13.8,4058.823529,129.05,37955.88235,0.507919163,0.382478895,0.106935296,0,0,0,-7.8,1.85,0.8,24,21.145,14.1,972.5
2018-01-02T20:00:00.000,18899.03,3829.48,13484.08451,17.78,5229.411765,128.22,37711.76471,0.501144143,0.357556445,0.138667915,0,0,0,-8.5,2.55,0.8,37,20.54,13.8,972
2018-01-02T21:00:00.000,18514.42,3445.47,12131.93662,15.19,4467.647059,119.71,35208.82353,0.525846028,0.344570917,0.126889984,0,0,0,-9.5,3.5,0.8,39.5,19.04,13.7,972
2018-01-02T22:00:00.000,17843.85,3285.59,11568.97887,13.36,3929.411765,113.67,33432.35294,0.533730008,0.34604142,0.11753321,0,0,0,-10.8,4.15,0.8,42.5,17.605,13.3,972
2018-01-02T23:00:00.000,17194.98,3103.76,10928.73239,15.88,4670.588235,111.8,32882.35294,0.522924258,0.332358588,0.142039356,0,0,0,-12.2,4.25,0.8,48.5,16.075,13.05,972
2018-01-03T00:00:00.000,16662.75,2649.22,9328.239437,15.39,4526.470588,104.03,30597.05882,0.544586658,0.30487373,0.147938095,0,0,0,-13.2,4,0.8,54,14.92,12.9,972
2018-01-03T01:00:00.000,17448.53,2869.39,10103.48592,14.57,4285.294118,108.54,31923.52941,0.546572711,0.316490253,0.134236226,0,0,0,-13.8,3.55,0.8,56,14.365,12.75,972
2018-01-03T02:00:00.000,17438.47,2708.99,9538.697183,14.44,4247.058824,106.45,31308.82353,0.556982602,0.304664823,0.13565054,0,0,0,-14.4,3.35,0.9,54,13.75,12.7,972
2018-01-03T03:00:00.000,17150.2,2379.46,8378.380282,14.29,4202.941176,101.36,29811.76471,0.575282952,0.281042748,0.140982636,0,0,0,-15,3.35,0.9,54.5,13.07,12.7,972
2018-01-03T04:00:00.000,17700.45,2414.14,8500.492958,13.39,3938.235294,102.75,30220.58824,0.585708321,0.281281519,0.130316302,0,0,0,-15.1,2.85,0.9,56.5,13.49,12.05,972
2018-01-03T05:00:00.000,18178.05,2606.93,9179.330986,13.84,4070.588235,107.15,31514.70588,0.576811666,0.291271352,0.129164722,0,0,0,-14.7,2.7,0.9,56,14.29,11.7,973
2018-01-03T06:00:00.000,18876.92,2637.51,9287.007042,14.57,4285.294118,110.63,32538.23529,0.580145783,0.285418277,0.131700262,0,0,0,-13.5,2.6,0.9,59.5,15.795,11.65,973
2018-01-03T07:00:00.000,19710.25,3026.22,10655.70423,14.43,4244.117647,117.99,34702.94118,0.567970591,0.307054787,0.1222985,2,18,1.5,-12,2.85,0.9,62,16.605,12.75,973
2018-01-03T08:00:00.000,20158.2,3361.61,11836.65493,12.12,3564.705882,121.24,35658.82353,0.565307489,0.331941824,0.099967008,36,435.5,92,-10.6,3.95,0.9,67.5,14.85,16.25,974
2018-01-03T09:00:00.000,20588.67,3728.09,13127.07746,11.93,3508.823529,126.92,37329.41176,0.551540167,0.351655085,0.093996218,110,196.5,167,-9,5.1,0.9,80,14.275,18.85,974
2018-01-03T10:00:00.000,21067.75,4632.73,16312.42958,14.25,4191.176471,141.73,41685.29412,0.505400056,0.391323365,0.100543287,138.5,40,156,-8.5,5.25,0.9,93.5,13.48,20.4,973.5
2018-01-03T11:00:00.000,21915.25,5558.67,19572.78169,12.74,3747.058824,154.22,45358.82353,0.483152963,0.431509906,0.082609259,139.5,636.5,468,-9.5,5,1,99,11.405,21.9,972.5
2018-01-03T12:00:00.000,22355.82,6055.83,21323.34507,9.58,2817.647059,158.54,46629.41176,0.479436029,0.457293889,0.060426391,112,799,554,-10.6,4.7,1,101.5,9.495,23.45,971.5
2018-01-03T13:00:00.000,22281.72,6093.96,21457.60563,8.79,2585.294118,157.94,46452.94118,0.479662201,0.461921357,0.055654046,136,695.5,514,-11.3,4.45,1,103.5,8.52,24.3,970
2018-01-03T14:00:00.000,22343.22,6212.64,21875.49296,8.48,2494.117647,159.27,46844.11765,0.476969599,0.466984844,0.053242921,175,352.5,347,-11.5,4.1,1,104,8.205,24.65,970
2018-01-03T15:00:00.000,22255.02,6312.7,22227.8169,8.05,2367.647059,159.74,46982.35294,0.473688919,0.473109913,0.050394391,135,107,173.5,-11.5,3.35,1,101,8.65,23.8,969
2018-01-03T16:00:00.000,21971.35,6232.49,21945.38732,8.42,2476.470588,158.18,46523.52941,0.472263181,0.471705126,0.053230497,82,132.5,114.5,-10.3,1.9,1,95,10.84,21.7,969
2018-01-03T17:00:00.000,21411.75,5767.98,20309.78873,8.12,2388.235294,150.39,44232.35294,0.484074407,0.459161392,0.053992952,16,2,16,-10,1.7,1.1,79.5,14.155,17.7,970
2018-01-03T18:00:00.000,20509.58,5231.88,18422.11268,8.76,2576.470588,141.53,41626.47059,0.492705236,0.442557642,0.061895005,0,0,0,-10.7,2.05,1.1,73,13.79,17.3,970
2018-01-03T19:00:00.000,19650.03,5136.19,18085.17606,9.74,2864.705882,138.42,40711.76471,0.482662202,0.444224813,0.070365554,0,0,0,-11.2,2.15,1.2,71,13.645,16.8,970
2018-01-03T20:00:00.000,19447.1,5036.88,17735.49296,12.13,3567.647059,138.93,40861.76471,0.475924134,0.434036393,0.087310156,0,0,0,-11.4,1.9,1.2,71.5,14.05,16.1,971
2018-01-03T21:00:00.000,19199.03,4861.31,17117.28873,13.13,3861.764706,136.98,40288.23529,0.476541846,0.42487065,0.095853409,0,0,0,-11.3,1.65,1.3,71.5,14.525,15.75,971
2018-01-03T22:00:00.000,18492.6,4588.21,16155.66901,11.67,3432.352941,129.83,38185.29412,0.484285912,0.423086148,0.089886775,0,0,0,-10.9,1.4,1.4,67.5,15.1,15.6,971
2018-01-03T23:00:00.000,17911.15,4365.46,15371.33803,12.12,3564.705882,125.62,36947.05882,0.484778777,0.416036852,0.096481452,0,0,0,-10.8,1.4,1.5,67,15.31,15.55,971
2018-01-04T00:00:00.000,17713.45,4185.01,14735.9507,10.65,3132.352941,121.31,35679.41176,0.49646138,0.413009912,0.087791608,0,0,0,-10.8,1.4,1.55,72,15.4,15.45,971
2018-01-04T01:00:00.000,17470.33,4011.03,14123.34507,10.7,3147.058824,118.45,34838.23529,0.501470004,0.405397832,0.090333474,0,0,0,-10.6,1.4,1.6,76.5,15.74,15.3,971
2018-01-04T02:00:00.000,17399.72,3888.23,13690.9507,9.47,2785.294118,115.5,33970.58824,0.51219955,0.403023657,0.081991342,0,0,0,-10.2,1.45,1.6,82,16.56,15.05,971
2018-01-04T03:00:00.000,18136.52,3960.96,13947.04225,9.89,2908.823529,119.31,35091.17647,0.516839896,0.397451544,0.082893303,0,0,0,-9.4,1.5,1.55,85.5,18.035,14.65,971
2018-01-04T04:00:00.000,18097.7,3890.84,13700.14085,10.35,3044.117647,118.79,34938.23529,0.517991245,0.39212458,0.087128546,0,0,0,-9.2,1.6,1.5,90,19.27,13.95,971
2018-01-04T05:00:00.000,18666.88,3712.72,13072.95775,10.73,3155.882353,118.97,34991.17647,0.533473918,0.373607265,0.090190804,0,0,0,-9.5,1.6,1.4,95,20.03,13,971
2018-01-04T06:00:00.000,19438.05,3880.96,13665.35211,11.97,3520.588235,124.86,36723.52941,0.529307785,0.372114346,0.095867371,0,0,0,-9.6,1.5,1.4,98.5,20.605,12.35,971
2018-01-04T07:00:00.000,19655.47,3848.69,13551.72535,11.84,3482.352941,125.1,36794.11765,0.534201423,0.36831228,0.094644285,1,5,1,-9.6,1.4,1.4,98,20.02,12.85,972
2018-01-04T08:00:00.000,20180.47,3975.3,13997.53521,12.22,3594.117647,128.78,37876.47059,0.532797003,0.369557538,0.094890511,44,174,68,-8.4,1.55,1.4,94,17.84,16.05,972
2018-01-04T09:00:00.000,20617.15,3933.95,13851.93662,11.54,3394.117647,129.1,37970.58824,0.54297684,0.364807006,0.089388071,89.5,426,216.5,-8.85,2.35,1.4,101,13.385,20.1,973
2018-01-04T10:00:00.000,21521.38,5194.81,18291.58451,10.19,2997.058824,145.97,42932.35294,0.501285826,0.426055952,0.069808865,74,807.5,416,-6.2,1.8,1.4,142.5,13.76,23,973
2018-01-04T11:00:00.000,22325.28,6055.71,21322.92254,8.62,2535.294118,157.47,46314.70588,0.482034368,0.460392053,0.054740586,77,879,528.5,-3.6,1.4,1.4,189.5,15.215,24.55,972.5
2018-01-04T12:00:00.000,22594.05,6297.41,22173.97887,7.44,2188.235294,160.11,47091.17647,0.479793704,0.470873326,0.046468053,80.5,901,580,-2.5,1.3,1.4,226.5,15.725,25.4,972
2018-01-04T13:00:00.000,22823.38,6642.51,23389.11972,6.88,2023.529412,164.47,48373.52941,0.47181548,0.483510713,0.041831337,79.5,898,568,-2.1,1.3,1.35,255,15.92,25.7,971
2018-01-04T14:00:00.000,23198.57,6747.77,23759.75352,7.46,2194.117647,167.59,49291.17647,0.470643463,0.482028534,0.044513396,74.5,869.5,494,-2,1.4,1.3,276,16.105,25.6,971
2018-01-04T15:00:00.000,23318.28,7188.68,25312.25352,7.47,2197.058824,173.3,50970.58824,0.457485009,0.496605089,0.043104443,65.5,797,363.5,-2.1,1.25,1.3,286,16.78,24.75,971
2018-01-04T16:00:00.000,23241.08,6999.05,24644.54225,7.04,2070.588235,170.33,50097.05882,0.463921047,0.491935911,0.041331533,50,638.5,195.5,-1,0.7,1.3,283,20.13,23.1,971
2018-01-04T17:00:00.000,22890.05,6724.27,23677.00704,7.13,2097.058824,165.92,48800,0.469058402,0.485184571,0.042972517,21,173,34,-1.8,0.8,1.3,268,23.025,19.95,971
2018-01-04T18:00:00.000,21744.92,5966.83,21009.96479,7.18,2111.764706,152.98,44994.11765,0.483283619,0.466949146,0.04693424,0,0,0,-1.95,0.9,1.3,272,24.01,19.1,971.5
2018-01-04T19:00:00.000,20839.8,5315.27,18715.73944,8.52,2505.882353,143.41,42179.41176,0.494075169,0.443717412,0.059410083,0,0,0,-2,0.9,1.3,289.5,25.075,18.4,972
2018-01-04T20:00:00.000,19962.35,4859.68,17111.5493,8.91,2620.588235,135.34,39805.88235,0.501492463,0.42987489,0.065834195,0,0,0,-2.1,0.8,1.3,322,25.34,18.05,972
2018-01-04T21:00:00.000,18996.8,4435.96,15619.57746,9.23,2714.705882,127.28,37435.29412,0.507456945,0.417242013,0.072517285,0,0,0,-2.5,0.85,1.3,278.5,25.475,17.45,973
2018-01-04T22:00:00.000,18081.25,3783.22,13321.19718,9.53,2802.941176,116.62,34300,0.527150146,0.388373096,0.081718402,0,0,0,-3.2,1.05,1.3,47.5,25.37,16.75,973
2018-01-04T23:00:00.000,17681.38,3407.45,11998.06338,10.06,2958.823529,111.28,32729.41176,0.54022908,0.366583532,0.090402588,0,0,0,-3.8,1.2,1.3,69.5,25.36,16.05,973
2018-01-05T00:00:00.000,17237.17,3055.51,10758.83803,10.18,2994.117647,105.66,31076.47059,0.554669487,0.346205274,0.096346773,0,0,0,-4.2,1.2,1.35,82,25.21,15.65,973
2018-01-05T01:00:00.000,16958.88,3056.88,10763.66197,10.88,3200,105.43,31008.82353,0.54690498,0.347116103,0.103196434,0,0,0,-4.4,1.25,1.4,87.5,26.04,14.9,973
2018-01-05T02:00:00.000,17527.78,2929.56,10315.35211,10.42,3064.705882,105.38,30994.11765,0.565519567,0.332816447,0.098880243,0,0,0,-4.5,1.4,1.4,90,28.3,13.55,973
2018-01-05T03:00:00.000,17544.13,2960.97,10425.9507,10.74,3158.823529,106.13,31214.70588,0.562046942,0.334007655,0.101196646,0,0,0,-4.5,1.4,1.4,93.5,30.54,12.35,973
2018-01-05T04:00:00.000,18263.38,3150.29,11092.57042,10.82,3182.352941,110.94,32629.41176,0.559721399,0.339956187,0.097530197,0,0,0,-4.6,1.5,1.4,96,32.01,11.5,973
2018-01-05T05:00:00.000,18603.05,2918.68,10277.04225,11.28,3317.647059,109.78,32288.23529,0.576155675,0.318290615,0.102750956,0,0,0,-4.9,1.5,1.4,95,32.215,11.1,973
2018-01-05T06:00:00.000,19518.88,3028.66,10664.29577,11.83,3479.411765,114.78,33758.82353,0.578186025,0.315896547,0.103066736,0,0,0,-5.2,1.5,1.4,91,31.81,10.9,974
2018-01-05T07:00:00.000,19815.28,2986.57,10516.09155,12.15,3573.529412,115.6,34000,0.582802353,0.30929681,0.105103806,1,2.5,1,-5.7,1.75,1.35,88.5,29.165,11.7,974
2018-01-05T08:00:00.000,20020.08,3197.97,11260.45775,11.69,3438.235294,118.38,34817.64706,0.574998074,0.32341237,0.098749789,37.5,262,79,-6.1,2.5,1.3,90,22.475,15.3,974.5
2018-01-05T09:00:00.000,20342.25,3495.26,12307.25352,10.94,3217.647059,122.29,35967.64706,0.565570774,0.342175664,0.089459482,64,652,254.5,-5.9,3,1.2,99,18.215,18.8,975
2018-01-05T10:00:00.000,21035.5,4273.74,15048.38028,9.3,2735.294118,132.36,38929.41176,0.540349804,0.386555553,0.070262919,94.5,694,391,-4.4,2.15,1.2,125,16.935,21.8,975
2018-01-05T11:00:00.000,22513.2,5211.9,18351.76056,9.54,2805.882353,148.9,43794.11765,0.51406904,0.419046245,0.064069846,79.5,880.5,532.5,-3.7,1.2,1.2,165,15.775,23.8,974.5
2018-01-05T12:00:00.000,23240.53,5640.64,19861.40845,8.02,2358.823529,155,45588.23529,0.509792271,0.435669605,0.051741935,82,905.5,586,-2.5,0.95,1.1,225,15.835,25.25,974
2018-01-05T13:00:00.000,23348.2,6043.49,21279.89437,7.5,2205.882353,159.69,46967.64706,0.497112405,0.453075589,0.046965997,84.5,893.5,572.5,-1.5,1.25,1.1,248.5,16.38,25.95,973
2018-01-05T14:00:00.000,23693.97,6558.97,23094.96479,7.12,2094.117647,166.68,49023.52941,0.483318323,0.471099594,0.042716583,91,824.5,490.5,-1.3,1.4,1,268,16.58,25.95,972.5
2018-01-05T15:00:00.000,24216.43,6884.63,24241.65493,7.03,2067.647059,172.27,50667.64706,0.477946607,0.478444458,0.040808034,78.5,749.5,361,-1.5,1.25,1,276,17.41,24.95,972
2018-01-05T16:00:00.000,23894.55,6832.19,24057.00704,7,2058.823529,170.51,50150,0.476461615,0.479701038,0.041053311,58.5,584,193.5,-0.4,0.7,1,277,20.98,23.1,972
2018-01-05T17:00:00.000,22990.13,6367.07,22419.26056,7.11,2091.176471,161.96,47635.29412,0.482628069,0.470643899,0.043899728,20.5,201,37.5,-1.4,0.65,1,276.5,23.495,20.15,972
2018-01-05T18:00:00.000,21853.83,5561.89,19584.11972,8.1,2382.352941,149.41,43944.11765,0.497309564,0.445659642,0.054213239,0,0,0,-1.5,0.55,1,299,24.235,19.45,973
2018-01-05T19:00:00.000,21043.17,5094.41,17938.06338,8.38,2464.705882,141.32,41564.70588,0.506274965,0.431569597,0.059298047,0,0,0,-1.5,0.8,1,252,25.575,18.6,973
2018-01-05T20:00:00.000,20206.35,4644.19,16352.78169,8.24,2423.529412,132.92,39094.11765,0.516864204,0.41829264,0.061992176,0,0,0,-1.6,1.15,1,8.5,27.765,17.2,974
2018-01-05T21:00:00.000,19076.73,4150.3,14613.73239,8.95,2632.352941,123.85,36426.47059,0.523705143,0.401184418,0.072264836,0,0,0,-1.8,1.3,1,31.5,29.65,15.95,974
2018-01-05T22:00:00.000,18418.3,3670,12922.53521,9.86,2900,116.75,34338.23529,0.536378758,0.37633079,0.084453961,0,0,0,-2,1.4,1,56.5,31.295,14.9,974
2018-01-05T23:00:00.000,17744.33,3389.59,11935.17606,10.28,3023.529412,111.51,32797.05882,0.541034185,0.363909951,0.092189041,0,0,0,-2.1,1.4,1,75.5,32.67,14.1,973.5
2018-01-06T00:00:00.000,17379.18,3106.3,10937.67606,10.02,2947.058824,106.6,31352.94118,0.554307805,0.34885646,0.093996248,0,0,0,-2.1,1.4,1,88.5,33.655,13.6,973
2018-01-06T01:00:00.000,16784.72,3071.28,10814.3662,10.2,3000,104.32,30682.35294,0.547048006,0.352462088,0.097776074,0,0,0,-2.1,1.4,1,97,35.37,12.9,973
2018-01-06T02:00:00.000,16475.33,2893.63,10188.83803,10.48,3082.352941,101.42,29829.41176,0.5523183,0.341570196,0.103332676,0,0,0,-1.9,1.4,1,98,37.52,12.15,972.5
2018-01-06T03:00:00.000,16229.1,2987.62,10519.78873,11.01,3238.235294,102.23,30067.64706,0.53975291,0.3498707,0.107698327,0,0,0,-1.7,1.4,1,94,39.715,11.5,972
2018-01-06T04:00:00.000,16525.9,2865.47,10089.6831,11.04,3247.058824,101.81,29944.11765,0.551891366,0.336950423,0.108437285,0,0,0,-1.5,1.4,1,90,42.1,10.85,972
2018-01-06T05:00:00.000,17028.6,3013.57,10611.16197,10.9,3205.882353,105.17,30932.35294,0.550510982,0.343044126,0.103641723,0,0,0,-1.3,1.45,1,87,43.97,10.4,972
2018-01-06T06:00:00.000,18534.7,3190,11232.39437,11.35,3338.235294,112.87,33197.05882,0.558323558,0.338355106,0.100558164,0,0,0,-1.2,1.45,1.05,84.5,44.09,10.5,972
2018-01-06T07:00:00.000,18405.8,3046.27,10726.30282,11.05,3250,110.41,32473.52941,0.56679395,0.330309117,0.100081514,1,2.5,1,-1.1,1.4,1.1,85.5,40.895,11.75,973
2018-01-06T08:00:00.000,18359.97,2960.3,10423.59155,11.45,3367.647059,109.62,32241.17647,0.569457198,0.323300595,0.104451742,45.5,76,56,-1,1.75,1.1,90.5,34.175,14.7,973
2018-01-06T09:00:00.000,18558.28,3297.22,11609.92958,10.73,3155.882353,113.62,33417.64706,0.555343707,0.347419121,0.094437599,94,385,211.5,-0.7,2.65,1.1,98.5,27.505,18.4,974
2018-01-06T10:00:00.000,19252.7,4053.71,14273.62676,9.59,2820.588235,123.93,36450,0.528194787,0.391594699,0.077382393,158,324.5,290.5,-0.9,1.7,1.2,124,22.505,21.4,974
2018-01-06T11:00:00.000,19731.03,4744.34,16705.42254,9.41,2767.647059,133.67,39314.70588,0.501874033,0.424915363,0.070397247,229,220,342.5,-1.5,1.15,1.2,172,18.995,23.45,973
2018-01-06T12:00:00.000,20453.22,5151.03,18137.42958,8.2,2411.764706,139.8,41117.64706,0.497431674,0.441110591,0.058655222,238.5,329,422,-2,1.35,1.25,223.5,17.725,24,972
2018-01-06T13:00:00.000,20449.05,5319.5,18730.6338,8.15,2397.058824,141.75,41691.17647,0.490488677,0.449270934,0.057495591,237,295,399,-2.1,1.4,1.35,250,18.105,23.55,971
2018-01-06T14:00:00.000,20489.1,5598.42,19712.74648,7.48,2200,144.57,42520.58824,0.481863042,0.463604745,0.051739642,182.5,413,383,-2,1.35,1.45,264.5,18.405,23.35,970
2018-01-06T15:00:00.000,20653.32,5820.87,20496.02113,7.2,2117.647059,147.52,43388.23529,0.476011985,0.472386604,0.048806941,137.5,344,271.5,-1.6,1.05,1.55,274,19.59,22.8,970
